,key,accession,name,source_database,length,source_organism_taxID,source_organism_scientificName,source_organism_fullName
14858,14858,A0A1M7TJK9,NMO domain-containing protein,unreviewed,322,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14859,14859,A0A1M7TP67,NMO domain-containing protein,unreviewed,314,1121395,Desulfitobacterium chlororespirans DSM 11544,Desulfitobacterium chlororespirans DSM 11544
14860,14860,A0A1M7TPG9,NMO domain-containing protein,unreviewed,315,1121395,Desulfitobacterium chlororespirans DSM 11544,Desulfitobacterium chlororespirans DSM 11544
14861,14861,A0A1M7UNN1,NMO domain-containing protein,unreviewed,363,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14862,14862,A0A1M7UNS0,Nitronate monooxygenase,unreviewed,326,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14863,14863,A0A1M7UNU3,Nitronate monooxygenase,unreviewed,326,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14864,14864,A0A1M7UR28,NMO domain-containing protein,unreviewed,320,1861,Geodermatophilus obscurus,Geodermatophilus obscurus
14865,14865,A0A1M7URD5,Nitronate monooxygenase,unreviewed,321,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14866,14866,A0A1M7URH1,NMO domain-containing protein,unreviewed,358,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14867,14867,A0A1M7Y6K0,NMO domain-containing protein,unreviewed,328,1121416,Desulfopila aestuarii DSM 18488,Desulfopila aestuarii DSM 18488
14868,14868,A0A1M7Y9C3,NMO domain-containing protein,unreviewed,350,1121345,Anaerocolumna xylanovorans DSM 12503,Anaerocolumna xylanovorans DSM 12503
14869,14869,A0A1M7YH73,NMO domain-containing protein,unreviewed,316,1121345,Anaerocolumna xylanovorans DSM 12503,Anaerocolumna xylanovorans DSM 12503
14870,14870,A0A1M7ZWG2,NMO domain-containing protein,unreviewed,314,416016,Flavobacterium cucumis,Flavobacterium cucumis
14871,14871,A0A1M7ZXM2,NMO domain-containing protein,unreviewed,316,416016,Flavobacterium cucumis,Flavobacterium cucumis
14872,14872,A0A1M8A4V1,NMO domain-containing protein,unreviewed,349,1230383,Malassezia sympodialis (strain ATCC 42132),Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)
14873,14873,A0A1M8ABE4,NMO domain-containing protein,unreviewed,339,1230383,Malassezia sympodialis (strain ATCC 42132),Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)
14874,14874,A0A1M8H722,NMO domain-containing protein,unreviewed,309,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14875,14875,A0A1M8MLJ7,NMO domain-containing protein,unreviewed,377,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14876,14876,A0A1M8T8U8,NMO domain-containing protein,unreviewed,371,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14877,14877,A0A1M8TNP2,NMO domain-containing protein,unreviewed,316,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14878,14878,A0A1M9IRI2,NMO domain-containing protein,unreviewed,74,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14879,14879,A0A1M9RRK8,NMO domain-containing protein,unreviewed,377,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14880,14880,A0A1M9TG98,NMO domain-containing protein,unreviewed,193,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14881,14881,A0A1M9U801,NMO domain-containing protein,unreviewed,332,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14882,14882,A0A1M9Y5J4,NMO domain-containing protein,unreviewed,357,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14883,14883,A0A1N0GC44,NMO domain-containing protein,unreviewed,357,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14884,14884,A0A1N0IN64,NMO domain-containing protein,unreviewed,357,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14885,14885,A0A1N0IXK1,NMO domain-containing protein,unreviewed,371,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14886,14886,A0A1N0YGS0,2-nitropropane dioxygenase,unreviewed,321,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14887,14887,A0A1N1TY35,NMO domain-containing protein,unreviewed,309,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14888,14888,A0A1N4N4D6,2-nitropropane dioxygenase,unreviewed,321,1185650,Mycobacteroides abscessus subsp. abscessus,Mycobacteroides abscessus subsp. abscessus
14889,14889,A0A1N4QHX2,Putative oxidoreductase,unreviewed,352,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14890,14890,A0A1N4UTD2,2-nitropropane dioxygenase protein,unreviewed,316,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14891,14891,A0A1N4XT45,NMO domain-containing protein,unreviewed,357,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14892,14892,A0A1N5RNZ9,NMO domain-containing protein,unreviewed,316,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14893,14893,A0A1N5V8H5,NMO domain-containing protein,unreviewed,309,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14894,14894,A0A1N5VAJ6,Nitronate monooxygenase,unreviewed,341,709881,Micromonospora cremea,Micromonospora cremea
14895,14895,A0A1N5WX10,NMO domain-containing protein,unreviewed,371,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14896,14896,A0A1N6B0G7,NMO domain-containing protein,unreviewed,357,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14897,14897,A0A1N6B654,NMO domain-containing protein,unreviewed,349,709881,Micromonospora cremea,Micromonospora cremea
14898,14898,A0A1N6B8I8,NMO domain-containing protein,unreviewed,377,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14899,14899,A0A1N6BEL3,2-nitropropane dioxygenase,unreviewed,321,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacteroides abscessus subsp. bolletii
14900,14900,A0A1N6CMX2,Enoyl-[acyl-carrier protein] reductase II,unreviewed,335,1123272,Parasphingorhabdus marina DSM 22363,Parasphingorhabdus marina DSM 22363
14901,14901,A0A1N6CN70,NMO domain-containing protein,unreviewed,325,1123272,Parasphingorhabdus marina DSM 22363,Parasphingorhabdus marina DSM 22363
14902,14902,A0A1N6CPD6,NMO domain-containing protein,unreviewed,380,1123272,Parasphingorhabdus marina DSM 22363,Parasphingorhabdus marina DSM 22363
14903,14903,A0A1N6DR23,NMO domain-containing protein,unreviewed,365,1121457,Halodesulfovibrio marinisediminis DSM 17456,Halodesulfovibrio marinisediminis DSM 17456
14904,14904,A0A1N6DX56,NMO domain-containing protein,unreviewed,314,232089,Agromyces cerinus subsp. cerinus,Agromyces cerinus subsp. cerinus
14905,14905,A0A1N6ENU0,NMO domain-containing protein,unreviewed,368,60549,Paraburkholderia phenazinium,Paraburkholderia phenazinium
14906,14906,A0A1N6ERT7,NMO domain-containing protein,unreviewed,319,60549,Paraburkholderia phenazinium,Paraburkholderia phenazinium
14907,14907,A0A1N6EU46,NMO domain-containing protein,unreviewed,324,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14908,14908,A0A1N6EWL4,NMO domain-containing protein,unreviewed,326,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14909,14909,A0A1N6EWQ6,NMO domain-containing protein,unreviewed,322,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14910,14910,A0A1N6F3V8,Carrier domain-containing protein,unreviewed,2437,1882752,Singulisphaera sp. GP187,Singulisphaera sp. GP187
14911,14911,A0A1N6FE13,NMO domain-containing protein,unreviewed,323,1123272,Parasphingorhabdus marina DSM 22363,Parasphingorhabdus marina DSM 22363
14912,14912,A0A1N6FTD4,NMO domain-containing protein,unreviewed,366,60549,Paraburkholderia phenazinium,Paraburkholderia phenazinium
14913,14913,A0A1N6FTW3,NMO domain-containing protein,unreviewed,314,59733,Chryseobacterium scophthalmum,Chryseobacterium scophthalmum
14914,14914,A0A1N6G2D2,NMO domain-containing protein,unreviewed,354,59733,Chryseobacterium scophthalmum,Chryseobacterium scophthalmum
14915,14915,A0A1N6G356,NMO domain-containing protein,unreviewed,335,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14916,14916,A0A1N6GCQ3,NMO domain-containing protein,unreviewed,396,60549,Paraburkholderia phenazinium,Paraburkholderia phenazinium
14917,14917,A0A1N6GEW5,NMO domain-containing protein,unreviewed,353,1416779,Chryseobacterium zeae,Chryseobacterium zeae
14918,14918,A0A1N6GSI5,NMO domain-containing protein,unreviewed,329,536979,Chitinophaga niabensis,Chitinophaga niabensis
14919,14919,A0A1N6H6S0,NMO domain-containing protein,unreviewed,319,28230,Carnobacterium alterfunditum,Carnobacterium alterfunditum
14920,14920,A0A1N6H9I6,NMO domain-containing protein,unreviewed,327,1416779,Chryseobacterium zeae,Chryseobacterium zeae
14921,14921,A0A1N6HEB9,Enoyl-[acyl-carrier protein] reductase II,unreviewed,311,1123272,Parasphingorhabdus marina DSM 22363,Parasphingorhabdus marina DSM 22363
14922,14922,A0A1N6IBG1,NMO domain-containing protein,unreviewed,366,60549,Paraburkholderia phenazinium,Paraburkholderia phenazinium
14923,14923,A0A1N6IRX5,NMO domain-containing protein,unreviewed,369,1882752,Singulisphaera sp. GP187,Singulisphaera sp. GP187
14924,14924,A0A1N6JNV9,NMO domain-containing protein,unreviewed,396,1882750,Burkholderia sp. GAS332,Burkholderia sp. GAS332
14925,14925,A0A1N6K3D8,NMO domain-containing protein,unreviewed,358,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14926,14926,A0A1N6K3F0,Nitronate monooxygenase,unreviewed,326,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14927,14927,A0A1N6K4T2,NMO domain-containing protein,unreviewed,314,536979,Chitinophaga niabensis,Chitinophaga niabensis
14928,14928,A0A1N6KKS6,NMO domain-containing protein,unreviewed,549,1882752,Singulisphaera sp. GP187,Singulisphaera sp. GP187
14929,14929,A0A1N6KT23,NMO domain-containing protein,unreviewed,430,60549,Paraburkholderia phenazinium,Paraburkholderia phenazinium
14930,14930,A0A1N6KWT0,NMO domain-containing protein,unreviewed,319,1882750,Burkholderia sp. GAS332,Burkholderia sp. GAS332
14931,14931,A0A1N6KXB3,NMO domain-containing protein,unreviewed,367,1882750,Burkholderia sp. GAS332,Burkholderia sp. GAS332
14932,14932,A0A1N6L5P0,NMO domain-containing protein,unreviewed,319,60549,Paraburkholderia phenazinium,Paraburkholderia phenazinium
14933,14933,A0A1N6LBA4,NMO domain-containing protein,unreviewed,391,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14934,14934,A0A1N6LBY6,NMO domain-containing protein,unreviewed,331,1437360,Bradyrhizobium erythrophlei,Bradyrhizobium erythrophlei
14935,14935,A0A1N6LP04,Nitronate monooxygenase,unreviewed,360,1882750,Burkholderia sp. GAS332,Burkholderia sp. GAS332
14936,14936,A0A1N6LPI5,NMO domain-containing protein,unreviewed,332,1882750,Burkholderia sp. GAS332,Burkholderia sp. GAS332
14937,14937,A0A1N6LUI8,Enoyl-[acyl-carrier protein] reductase II,unreviewed,315,1882750,Burkholderia sp. GAS332,Burkholderia sp. GAS332
14938,14938,A0A1N6MY38,NMO domain-containing protein,unreviewed,948,290109,Xenorhabdus innexi,Xenorhabdus innexi
14939,14939,A0A1N6N645,NMO domain-containing protein,unreviewed,353,1017273,Domibacillus enclensis,Domibacillus enclensis
14940,14940,A0A1N6N8C0,NMO domain-containing protein,unreviewed,424,34027,Aromatoleum tolulyticum,Aromatoleum tolulyticum
14941,14941,A0A1N6NJI4,Polyketide-type polyunsaturated fatty acid synthase PfaA,unreviewed,2347,354630,Mucilaginibacter lappiensis,Mucilaginibacter lappiensis
14942,14942,A0A1N6NR05,NMO domain-containing protein,unreviewed,317,1907311,Janthinobacterium sp. TND4EL3,Janthinobacterium sp. TND4EL3
14943,14943,A0A1N6NVP2,NMO domain-containing protein,unreviewed,319,1907413,Rhizobium sp. RU33A,Rhizobium sp. RU33A
14944,14944,A0A1N6P0A0,NMO domain-containing protein,unreviewed,364,49186,Marinobacterium stanieri,Marinobacterium stanieri
14945,14945,A0A1N6P109,NMO domain-containing protein,unreviewed,351,1907403,Pseudacidovorax sp. RU35E,Pseudacidovorax sp. RU35E
14946,14946,A0A1N6P119,NMO domain-containing protein,unreviewed,324,228959,Maribacter ulvicola,Maribacter ulvicola
14947,14947,A0A1N6PM91,NMO domain-containing protein,unreviewed,325,1907408,Bosea sp. TND4EK4,Bosea sp. TND4EK4
14948,14948,A0A1N6QPC2,NMO domain-containing protein,unreviewed,364,1396,Bacillus cereus,Bacillus cereus
14949,14949,A0A1N6QPD4,NMO domain-containing protein,unreviewed,470,526,Acidiphilium rubrum,Acidiphilium rubrum
14950,14950,A0A1N6R5V2,NMO domain-containing protein,unreviewed,280,38286,Corynebacterium afermentans,Corynebacterium afermentans
14951,14951,A0A1N6REY0,NMO domain-containing protein,unreviewed,349,49186,Marinobacterium stanieri,Marinobacterium stanieri
14952,14952,A0A1N6RW62,NMO domain-containing protein,unreviewed,346,526,Acidiphilium rubrum,Acidiphilium rubrum
14953,14953,A0A1N6RZ11,NMO domain-containing protein,unreviewed,348,654,Aeromonas veronii,Aeromonas veronii
14954,14954,A0A1N6T8Q2,Polyketide-type polyunsaturated fatty acid synthase PfaA,unreviewed,2340,1907398,Chryseobacterium sp. RU33C,Chryseobacterium sp. RU33C
14955,14955,A0A1N6TK82,NMO domain-containing protein,unreviewed,321,86664,Bacillus flexus,Bacillus flexus
14956,14956,A0A1N6TRP9,Enoyl-[acyl-carrier protein] reductase II,unreviewed,320,948756,Paenibacillus macquariensis,Paenibacillus macquariensis
14957,14957,A0A1N6TSF7,NMO domain-containing protein,unreviewed,315,1907403,Pseudacidovorax sp. RU35E,Pseudacidovorax sp. RU35E
14958,14958,A0A1N6TSF9,NMO domain-containing protein,unreviewed,313,1907414,Rhizobium sp. RU35A,Rhizobium sp. RU35A
14959,14959,A0A1N6TSJ6,NMO domain-containing protein,unreviewed,330,1907403,Pseudacidovorax sp. RU35E,Pseudacidovorax sp. RU35E
14960,14960,A0A1N6TTU2,NMO domain-containing protein,unreviewed,371,58117,Microbispora rosea,Microbispora rosea
14961,14961,A0A1N6U9I8,NMO domain-containing protein,unreviewed,333,86664,Bacillus flexus,Bacillus flexus
14962,14962,A0A1N6U9J9,NMO domain-containing protein,unreviewed,319,1907412,Rhizobium sp. RU20A,Rhizobium sp. RU20A
14963,14963,A0A1N6UHE0,NMO domain-containing protein,unreviewed,359,34006,Paracoccus thiocyanatus,Paracoccus thiocyanatus
14964,14964,A0A1N6UQ74,NMO domain-containing protein,unreviewed,320,43263,Pseudomonas alcaligenes,Pseudomonas alcaligenes
14965,14965,A0A1N6UQF3,NMO domain-containing protein,unreviewed,345,43263,Pseudomonas alcaligenes,Pseudomonas alcaligenes
14966,14966,A0A1N6VLM4,NMO domain-containing protein,unreviewed,352,1907417,Aeromonas sp. RU34C,Aeromonas sp. RU34C
14967,14967,A0A1N6VMV1,NMO domain-containing protein,unreviewed,308,526,Acidiphilium rubrum,Acidiphilium rubrum
14968,14968,A0A1N6VR22,2-nitropropane dioxygenase,unreviewed,319,1478,Peribacillus simplex,Peribacillus simplex
14969,14969,A0A1N6W5K0,NMO domain-containing protein,unreviewed,352,1907398,Chryseobacterium sp. RU33C,Chryseobacterium sp. RU33C
14970,14970,A0A1N6WFG8,NMO domain-containing protein,unreviewed,348,706570,Pseudomonas flexibilis,Pseudomonas flexibilis
14971,14971,A0A1N6WQH7,NMO domain-containing protein,unreviewed,329,1907397,Chryseobacterium sp. RU37D,Chryseobacterium sp. RU37D
14972,14972,A0A1N6WY53,NMO domain-containing protein,unreviewed,321,34006,Paracoccus thiocyanatus,Paracoccus thiocyanatus
14973,14973,A0A1N6X429,NMO domain-containing protein,unreviewed,338,1478,Peribacillus simplex,Peribacillus simplex
14974,14974,A0A1N6X7A5,NMO domain-containing protein,unreviewed,321,1478,Peribacillus simplex,Peribacillus simplex
14975,14975,A0A1N6XKI5,NMO domain-containing protein,unreviewed,313,228959,Maribacter ulvicola,Maribacter ulvicola
14976,14976,A0A1N6XLE7,NMO domain-containing protein,unreviewed,354,118613,Pseudomonas sp. B10,Pseudomonas sp. B10
14977,14977,A0A1N6XM46,NMO domain-containing protein,unreviewed,349,365591,Shewanella morhuae,Shewanella morhuae
14978,14978,A0A1N6YGJ9,NMO domain-containing protein,unreviewed,314,1907398,Chryseobacterium sp. RU33C,Chryseobacterium sp. RU33C
14979,14979,A0A1N6ZCL5,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family",unreviewed,319,948756,Paenibacillus macquariensis,Paenibacillus macquariensis
14980,14980,A0A1N7BHT0,NMO domain-containing protein,unreviewed,322,118613,Pseudomonas sp. B10,Pseudomonas sp. B10
14981,14981,A0A1N7BSN1,NMO domain-containing protein,unreviewed,322,1855331,Pseudomonas sp. A214,Pseudomonas sp. A214
14982,14982,A0A1N7BUN0,NMO domain-containing protein,unreviewed,315,56779,Halanaerobium kushneri,Halanaerobium kushneri
14983,14983,A0A1N7C2S6,NMO domain-containing protein,unreviewed,313,56779,Halanaerobium kushneri,Halanaerobium kushneri
14984,14984,A0A1N7C2W1,NMO domain-containing protein,unreviewed,345,1198245,Micromonospora avicenniae,Micromonospora avicenniae
14985,14985,A0A1N7D5E3,NMO domain-containing protein,unreviewed,331,1478,Peribacillus simplex,Peribacillus simplex
14986,14986,A0A1N7D908,NMO domain-containing protein,unreviewed,350,1122245,Moraxella cuniculi DSM 21768,Moraxella cuniculi DSM 21768
14987,14987,A0A1N7DJ58,NMO domain-containing protein,unreviewed,332,1478,Peribacillus simplex,Peribacillus simplex
14988,14988,A0A1N7DR20,NMO domain-containing protein,unreviewed,320,1907403,Pseudacidovorax sp. RU35E,Pseudacidovorax sp. RU35E
14989,14989,A0A1N7EHG1,NMO domain-containing protein,unreviewed,353,1907311,Janthinobacterium sp. TND4EL3,Janthinobacterium sp. TND4EL3
14990,14990,A0A1N7EJ39,NMO domain-containing protein,unreviewed,362,1478,Peribacillus simplex,Peribacillus simplex
14991,14991,A0A1N7EK88,NMO domain-containing protein,unreviewed,421,1907311,Janthinobacterium sp. TND4EL3,Janthinobacterium sp. TND4EL3
14992,14992,A0A1N7ERT7,NMO domain-containing protein,unreviewed,353,573024,Roseovarius nanhaiticus,Roseovarius nanhaiticus
14993,14993,A0A1N7EYY1,NMO domain-containing protein,unreviewed,324,1122245,Moraxella cuniculi DSM 21768,Moraxella cuniculi DSM 21768
14994,14994,A0A1N7EZ58,NMO domain-containing protein,unreviewed,358,354630,Mucilaginibacter lappiensis,Mucilaginibacter lappiensis
14995,14995,A0A1N7EZ86,NMO domain-containing protein,unreviewed,343,1907305,Bacillus sp. RUPDJ,Bacillus sp. RUPDJ
14996,14996,A0A1N7FGE5,NMO domain-containing protein,unreviewed,354,1344003,Williamsia sterculiae,Williamsia sterculiae
14997,14997,A0A1N7G500,NMO domain-containing protein,unreviewed,355,1855331,Pseudomonas sp. A214,Pseudomonas sp. A214
