,key,accession,entry_protein_locations_fragments_start,entry_protein_locations_fragments_end,entry_protein_locations_fragments_dc-status,entry_protein_locations_model,entry_protein_locations_score,protein_length,source_database,entry_type,entry_integrated
12261,12261,PF03060,232,323,CONTINUOUS,PF03060,1.5e-07,474,pfam,domain,ipr004136
12262,12262,PF03060,287,547,CONTINUOUS,PF03060,1.8e-11,2339,pfam,domain,ipr004136
12263,12263,PF03060,107,216,CONTINUOUS,PF03060,1.5e-08,2451,pfam,domain,ipr004136
12264,12264,PF03060,8,320,CONTINUOUS,PF03060,2.6e-46,464,pfam,domain,ipr004136
12265,12265,PF03060,8,344,CONTINUOUS,PF03060,2.4e-72,352,pfam,domain,ipr004136
12266,12266,PF03060,6,76,CONTINUOUS,PF03060,2.8e-14,322,pfam,domain,ipr004136
12267,12267,PF03060,13,256,CONTINUOUS,PF03060,1.4e-23,334,pfam,domain,ipr004136
12268,12268,PF03060,4,48,CONTINUOUS,PF03060,5.2e-08,347,pfam,domain,ipr004136
12269,12269,PF03060,13,350,CONTINUOUS,PF03060,2.6e-49,369,pfam,domain,ipr004136
12270,12270,PF03060,83,315,CONTINUOUS,PF03060,9.2e-21,338,pfam,domain,ipr004136
12271,12271,PF03060,3,330,CONTINUOUS,PF03060,2.9e-53,359,pfam,domain,ipr004136
12272,12272,PF03060,8,343,CONTINUOUS,PF03060,1.6e-71,352,pfam,domain,ipr004136
12273,12273,PF03060,6,74,CONTINUOUS,PF03060,1.6e-19,321,pfam,domain,ipr004136
12274,12274,PF03060,8,333,CONTINUOUS,PF03060,2.2e-83,349,pfam,domain,ipr004136
12275,12275,PF03060,7,350,CONTINUOUS,PF03060,1.3e-98,359,pfam,domain,ipr004136
12276,12276,PF03060,6,39,CONTINUOUS,PF03060,3.1e-07,102,pfam,domain,ipr004136
12277,12277,PF03060,42,380,CONTINUOUS,PF03060,4e-90,388,pfam,domain,ipr004136
12278,12278,PF03060,11,325,CONTINUOUS,PF03060,1.8e-58,333,pfam,domain,ipr004136
12279,12279,PF03060,8,162,CONTINUOUS,PF03060,1.8e-22,233,pfam,domain,ipr004136
12280,12280,PF03060,3,309,CONTINUOUS,PF03060,1.2e-60,322,pfam,domain,ipr004136
12281,12281,PF03060,3,299,CONTINUOUS,PF03060,4.3e-80,318,pfam,domain,ipr004136
12282,12282,PF03060,4,337,CONTINUOUS,PF03060,4.5e-96,348,pfam,domain,ipr004136
12283,12283,PF03060,89,302,CONTINUOUS,PF03060,2.9e-25,322,pfam,domain,ipr004136
12284,12284,PF03060,7,310,CONTINUOUS,PF03060,2e-34,328,pfam,domain,ipr004136
12285,12285,PF03060,6,351,CONTINUOUS,PF03060,1.4e-54,357,pfam,domain,ipr004136
12286,12286,PF03060,4,305,CONTINUOUS,PF03060,1.8e-35,320,pfam,domain,ipr004136
12287,12287,PF03060,88,244,CONTINUOUS,PF03060,4.9e-17,326,pfam,domain,ipr004136
12288,12288,PF03060,13,247,CONTINUOUS,PF03060,1.4e-18,318,pfam,domain,ipr004136
12289,12289,PF03060,18,351,CONTINUOUS,PF03060,5.7e-109,361,pfam,domain,ipr004136
12290,12290,PF03060,21,356,CONTINUOUS,PF03060,3.8e-44,376,pfam,domain,ipr004136
12291,12291,PF03060,10,340,CONTINUOUS,PF03060,8.6e-68,342,pfam,domain,ipr004136
12292,12292,PF03060,3,78,CONTINUOUS,PF03060,1.3e-19,318,pfam,domain,ipr004136
12293,12293,PF03060,10,351,CONTINUOUS,PF03060,9.1e-48,361,pfam,domain,ipr004136
12294,12294,PF03060,89,302,CONTINUOUS,PF03060,7.8e-25,322,pfam,domain,ipr004136
12295,12295,PF03060,7,344,CONTINUOUS,PF03060,1.5e-70,352,pfam,domain,ipr004136
12296,12296,PF03060,79,336,CONTINUOUS,PF03060,3.1e-68,349,pfam,domain,ipr004136
12297,12297,PF03060,10,349,CONTINUOUS,PF03060,1.1e-50,362,pfam,domain,ipr004136
12298,12298,PF03060,3,343,CONTINUOUS,PF03060,5.4e-78,350,pfam,domain,ipr004136
12299,12299,PF03060,12,304,CONTINUOUS,PF03060,1.1e-18,321,pfam,domain,ipr004136
12300,12300,PF03060,1,314,CONTINUOUS,PF03060,2e-76,331,pfam,domain,ipr004136
12301,12301,PF03060,78,304,CONTINUOUS,PF03060,3.9e-20,315,pfam,domain,ipr004136
12302,12302,PF03060,82,309,CONTINUOUS,PF03060,2.9e-18,322,pfam,domain,ipr004136
12303,12303,PF03060,87,311,CONTINUOUS,PF03060,2.1e-25,324,pfam,domain,ipr004136
12304,12304,PF03060,15,373,CONTINUOUS,PF03060,4.8e-31,392,pfam,domain,ipr004136
12305,12305,PF03060,85,307,CONTINUOUS,PF03060,1.6e-23,324,pfam,domain,ipr004136
12306,12306,PF03060,10,336,CONTINUOUS,PF03060,1.4e-68,342,pfam,domain,ipr004136
12307,12307,PF03060,270,595,CONTINUOUS,PF03060,4.2e-16,2104,pfam,domain,ipr004136
12308,12308,PF03060,25,91,CONTINUOUS,PF03060,3.2e-13,355,pfam,domain,ipr004136
12309,12309,PF03060,3,343,CONTINUOUS,PF03060,9.5e-118,357,pfam,domain,ipr004136
12310,12310,PF03060,7,345,CONTINUOUS,PF03060,7e-78,354,pfam,domain,ipr004136
12311,12311,PF03060,48,304,CONTINUOUS,PF03060,1e-15,324,pfam,domain,ipr004136
12312,12312,PF03060,11,320,CONTINUOUS,PF03060,1.3e-53,345,pfam,domain,ipr004136
12313,12313,PF03060,9,348,CONTINUOUS,PF03060,5e-77,357,pfam,domain,ipr004136
12314,12314,PF03060,63,310,CONTINUOUS,PF03060,4.6e-17,325,pfam,domain,ipr004136
12315,12315,PF03060,8,182,CONTINUOUS,PF03060,2.8e-32,363,pfam,domain,ipr004136
12316,12316,PF03060,9,342,CONTINUOUS,PF03060,2.5e-59,367,pfam,domain,ipr004136
12317,12317,PF03060,92,311,CONTINUOUS,PF03060,2.4e-25,323,pfam,domain,ipr004136
12318,12318,PF03060,5,75,CONTINUOUS,PF03060,1e-15,319,pfam,domain,ipr004136
12319,12319,PF03060,3,302,CONTINUOUS,PF03060,4.4e-73,322,pfam,domain,ipr004136
12320,12320,PF03060,14,310,CONTINUOUS,PF03060,4.9e-26,326,pfam,domain,ipr004136
12321,12321,PF03060,3,341,CONTINUOUS,PF03060,1.4e-70,347,pfam,domain,ipr004136
12322,12322,PF03060,9,329,CONTINUOUS,PF03060,3.7e-69,343,pfam,domain,ipr004136
12323,12323,PF03060,5,360,CONTINUOUS,PF03060,3e-45,377,pfam,domain,ipr004136
12324,12324,PF03060,3,309,CONTINUOUS,PF03060,1.3e-60,332,pfam,domain,ipr004136
12325,12325,PF03060,86,302,CONTINUOUS,PF03060,1.3e-26,322,pfam,domain,ipr004136
12326,12326,PF03060,4,308,CONTINUOUS,PF03060,2.4e-63,331,pfam,domain,ipr004136
12327,12327,PF03060,13,309,CONTINUOUS,PF03060,1.8e-30,326,pfam,domain,ipr004136
12328,12328,PF03060,3,309,CONTINUOUS,PF03060,4.9e-62,335,pfam,domain,ipr004136
12329,12329,PF03060,4,81,CONTINUOUS,PF03060,7.9e-22,313,pfam,domain,ipr004136
12330,12330,PF03060,89,302,CONTINUOUS,PF03060,8.3e-26,320,pfam,domain,ipr004136
12331,12331,PF03060,85,305,CONTINUOUS,PF03060,8.4e-22,329,pfam,domain,ipr004136
12332,12332,PF03060,12,348,CONTINUOUS,PF03060,8.9e-57,355,pfam,domain,ipr004136
12333,12333,PF03060,8,346,CONTINUOUS,PF03060,1.3e-98,362,pfam,domain,ipr004136
12334,12334,PF03060,3,308,CONTINUOUS,PF03060,2.6e-54,325,pfam,domain,ipr004136
12335,12335,PF03060,14,307,CONTINUOUS,PF03060,1.3e-55,314,pfam,domain,ipr004136
12336,12336,PF03060,16,352,CONTINUOUS,PF03060,2e-73,371,pfam,domain,ipr004136
12337,12337,PF03060,6,78,CONTINUOUS,PF03060,1.8e-23,315,pfam,domain,ipr004136
12338,12338,PF03060,3,303,CONTINUOUS,PF03060,9.5e-75,324,pfam,domain,ipr004136
12339,12339,PF03060,13,79,CONTINUOUS,PF03060,2.2e-14,339,pfam,domain,ipr004136
12340,12340,PF03060,4,344,CONTINUOUS,PF03060,1.3e-78,348,pfam,domain,ipr004136
12341,12341,PF03060,7,331,CONTINUOUS,PF03060,1.4e-81,348,pfam,domain,ipr004136
12342,12342,PF03060,11,348,CONTINUOUS,PF03060,4.5e-81,365,pfam,domain,ipr004136
12343,12343,PF03060,8,339,CONTINUOUS,PF03060,3.8e-94,367,pfam,domain,ipr004136
12344,12344,PF03060,5,354,CONTINUOUS,PF03060,3.7e-45,369,pfam,domain,ipr004136
12345,12345,PF03060,14,219,CONTINUOUS,PF03060,2.6e-11,2582,pfam,domain,ipr004136
12346,12346,PF03060,8,345,CONTINUOUS,PF03060,9.5e-75,354,pfam,domain,ipr004136
12347,12347,PF03060,2,336,CONTINUOUS,PF03060,1.4e-77,345,pfam,domain,ipr004136
12348,12348,PF03060,10,79,CONTINUOUS,PF03060,1.4e-09,329,pfam,domain,ipr004136
12349,12349,PF03060,3,342,CONTINUOUS,PF03060,2.7e-76,346,pfam,domain,ipr004136
12350,12350,PF03060,16,310,CONTINUOUS,PF03060,2e-23,325,pfam,domain,ipr004136
12351,12351,PF03060,91,306,CONTINUOUS,PF03060,1.6e-17,320,pfam,domain,ipr004136
12352,12352,PF03060,86,311,CONTINUOUS,PF03060,3.7e-48,320,pfam,domain,ipr004136
12353,12353,PF03060,8,372,CONTINUOUS,PF03060,1.3e-63,385,pfam,domain,ipr004136
12354,12354,PF03060,3,343,CONTINUOUS,PF03060,2.1e-76,351,pfam,domain,ipr004136
12355,12355,PF03060,10,323,CONTINUOUS,PF03060,5.8e-86,350,pfam,domain,ipr004136
12356,12356,PF03060,83,306,CONTINUOUS,PF03060,2e-17,320,pfam,domain,ipr004136
12357,12357,PF03060,365,619,CONTINUOUS,PF03060,2.9e-10,2347,pfam,domain,ipr004136
12358,12358,PF03060,83,242,CONTINUOUS,PF03060,3.4e-19,318,pfam,domain,ipr004136
12359,12359,PF03060,59,325,CONTINUOUS,PF03060,4.9e-07,507,pfam,domain,ipr004136
12360,12360,PF03060,5,350,CONTINUOUS,PF03060,8.7e-71,358,pfam,domain,ipr004136
12361,12361,PF03060,88,300,CONTINUOUS,PF03060,1.9e-25,320,pfam,domain,ipr004136
12362,12362,PF03060,3,321,CONTINUOUS,PF03060,1.6e-59,337,pfam,domain,ipr004136
12363,12363,PF03060,4,310,CONTINUOUS,PF03060,3.6e-50,326,pfam,domain,ipr004136
12364,12364,PF03060,7,79,CONTINUOUS,PF03060,1e-20,314,pfam,domain,ipr004136
12365,12365,PF03060,3,80,CONTINUOUS,PF03060,9.4e-25,319,pfam,domain,ipr004136
12366,12366,PF03060,6,344,CONTINUOUS,PF03060,4.2e-88,344,pfam,domain,ipr004136
12367,12367,PF03060,59,329,CONTINUOUS,PF03060,1.2e-07,507,pfam,domain,ipr004136
12368,12368,PF03060,18,353,CONTINUOUS,PF03060,2.1e-84,367,pfam,domain,ipr004136
12369,12369,PF03060,12,305,CONTINUOUS,PF03060,8.2e-27,319,pfam,domain,ipr004136
12370,12370,PF03060,4,340,CONTINUOUS,PF03060,1.3e-65,347,pfam,domain,ipr004136
12371,12371,PF03060,91,317,CONTINUOUS,PF03060,1.1e-27,319,pfam,domain,ipr004136
12372,12372,PF03060,5,347,CONTINUOUS,PF03060,2.2e-81,359,pfam,domain,ipr004136
12373,12373,PF03060,14,292,CONTINUOUS,PF03060,7.2e-25,310,pfam,domain,ipr004136
12374,12374,PF03060,89,298,CONTINUOUS,PF03060,6.2e-26,318,pfam,domain,ipr004136
12375,12375,PF03060,4,308,CONTINUOUS,PF03060,8.4e-56,339,pfam,domain,ipr004136
12376,12376,PF03060,3,302,CONTINUOUS,PF03060,2e-74,322,pfam,domain,ipr004136
12377,12377,PF03060,5,338,CONTINUOUS,PF03060,1.4e-96,352,pfam,domain,ipr004136
12378,12378,PF03060,5,353,CONTINUOUS,PF03060,6.6e-50,367,pfam,domain,ipr004136
12379,12379,PF03060,3,339,CONTINUOUS,PF03060,5.3e-74,354,pfam,domain,ipr004136
12380,12380,PF03060,5,78,CONTINUOUS,PF03060,2.2e-14,340,pfam,domain,ipr004136
12381,12381,PF03060,19,378,CONTINUOUS,PF03060,8.7e-35,396,pfam,domain,ipr004136
12382,12382,PF03060,6,75,CONTINUOUS,PF03060,4.4e-18,319,pfam,domain,ipr004136
12383,12383,PF03060,7,349,CONTINUOUS,PF03060,9.5e-79,357,pfam,domain,ipr004136
12384,12384,PF03060,19,351,CONTINUOUS,PF03060,3.8e-75,367,pfam,domain,ipr004136
12385,12385,PF03060,247,344,CONTINUOUS,PF03060,1.8e-07,489,pfam,domain,ipr004136
12386,12386,PF03060,11,305,CONTINUOUS,PF03060,6.5e-25,319,pfam,domain,ipr004136
12387,12387,PF03060,7,340,CONTINUOUS,PF03060,5.7e-70,355,pfam,domain,ipr004136
12388,12388,PF03060,10,328,CONTINUOUS,PF03060,1.1e-80,342,pfam,domain,ipr004136
12389,12389,PF03060,17,348,CONTINUOUS,PF03060,3.9e-62,359,pfam,domain,ipr004136
12390,12390,PF03060,50,307,CONTINUOUS,PF03060,6.3e-26,324,pfam,domain,ipr004136
12391,12391,PF03060,88,302,CONTINUOUS,PF03060,2.1e-25,320,pfam,domain,ipr004136
12392,12392,PF03060,8,345,CONTINUOUS,PF03060,1.3e-76,354,pfam,domain,ipr004136
12393,12393,PF03060,5,349,CONTINUOUS,PF03060,2.8e-70,360,pfam,domain,ipr004136
12394,12394,PF03060,7,70,CONTINUOUS,PF03060,1.5e-10,182,pfam,domain,ipr004136
12395,12395,PF03060,5,345,CONTINUOUS,PF03060,5.3e-80,352,pfam,domain,ipr004136
12396,12396,PF03060,13,79,CONTINUOUS,PF03060,2.8e-14,330,pfam,domain,ipr004136
12397,12397,PF03060,5,64,CONTINUOUS,PF03060,8.9e-07,322,pfam,domain,ipr004136
12398,12398,PF03060,7,82,CONTINUOUS,PF03060,1.3e-13,370,pfam,domain,ipr004136
12399,12399,PF03060,9,336,CONTINUOUS,PF03060,1.6e-85,345,pfam,domain,ipr004136
12400,12400,PF03060,8,343,CONTINUOUS,PF03060,1.1e-71,352,pfam,domain,ipr004136
12401,12401,PF03060,9,351,CONTINUOUS,PF03060,6.9e-73,368,pfam,domain,ipr004136
12402,12402,PF03060,10,350,CONTINUOUS,PF03060,7.1e-73,366,pfam,domain,ipr004136
12403,12403,PF03060,77,309,CONTINUOUS,PF03060,3.9e-23,321,pfam,domain,ipr004136
12404,12404,PF03060,87,302,CONTINUOUS,PF03060,7.4e-26,322,pfam,domain,ipr004136
12405,12405,PF03060,17,79,CONTINUOUS,PF03060,9.3e-13,335,pfam,domain,ipr004136
12406,12406,PF03060,80,308,CONTINUOUS,PF03060,2.7e-23,328,pfam,domain,ipr004136
12407,12407,PF03060,8,314,CONTINUOUS,PF03060,4e-37,330,pfam,domain,ipr004136
12408,12408,PF03060,3,307,CONTINUOUS,PF03060,1.7e-55,325,pfam,domain,ipr004136
12409,12409,PF03060,7,312,CONTINUOUS,PF03060,4.4e-62,328,pfam,domain,ipr004136
12410,12410,PF03060,15,346,CONTINUOUS,PF03060,4.5e-63,355,pfam,domain,ipr004136
12411,12411,PF03060,83,299,CONTINUOUS,PF03060,4.8e-51,314,pfam,domain,ipr004136
12412,12412,PF03060,5,75,CONTINUOUS,PF03060,1.3e-19,314,pfam,domain,ipr004136
12413,12413,PF03060,6,310,CONTINUOUS,PF03060,1.9e-61,326,pfam,domain,ipr004136
12414,12414,PF03060,11,349,CONTINUOUS,PF03060,1.9e-80,354,pfam,domain,ipr004136
12415,12415,PF03060,8,339,CONTINUOUS,PF03060,1e-72,354,pfam,domain,ipr004136
12416,12416,PF03060,93,308,CONTINUOUS,PF03060,2.9e-21,322,pfam,domain,ipr004136
12417,12417,PF03060,89,302,CONTINUOUS,PF03060,2.7e-25,320,pfam,domain,ipr004136
12418,12418,PF03060,5,302,CONTINUOUS,PF03060,1.1e-66,313,pfam,domain,ipr004136
12419,12419,PF03060,93,305,CONTINUOUS,PF03060,3.3e-10,334,pfam,domain,ipr004136
12420,12420,PF03060,48,308,CONTINUOUS,PF03060,2.5e-24,321,pfam,domain,ipr004136
12421,12421,PF03060,88,322,CONTINUOUS,PF03060,3e-35,344,pfam,domain,ipr004136
12422,12422,PF03060,8,74,CONTINUOUS,PF03060,4.7e-14,321,pfam,domain,ipr004136
12423,12423,PF03060,16,285,CONTINUOUS,PF03060,7.7e-09,467,pfam,domain,ipr004136
12424,12424,PF03060,11,336,CONTINUOUS,PF03060,4.1e-70,343,pfam,domain,ipr004136
12425,12425,PF03060,6,345,CONTINUOUS,PF03060,6.1e-76,358,pfam,domain,ipr004136
12426,12426,PF03060,7,343,CONTINUOUS,PF03060,3e-61,365,pfam,domain,ipr004136
12427,12427,PF03060,3,308,CONTINUOUS,PF03060,2.5e-62,325,pfam,domain,ipr004136
12428,12428,PF03060,6,72,CONTINUOUS,PF03060,9.5e-12,324,pfam,domain,ipr004136
12429,12429,PF03060,87,302,CONTINUOUS,PF03060,1.6e-26,322,pfam,domain,ipr004136
12430,12430,PF03060,4,73,CONTINUOUS,PF03060,4.9e-10,332,pfam,domain,ipr004136
12431,12431,PF03060,5,303,CONTINUOUS,PF03060,5e-60,315,pfam,domain,ipr004136
12432,12432,PF03060,3,339,CONTINUOUS,PF03060,2.6e-69,345,pfam,domain,ipr004136
12433,12433,PF03060,1,248,CONTINUOUS,PF03060,3.9e-45,290,pfam,domain,ipr004136
12434,12434,PF03060,13,340,CONTINUOUS,PF03060,2.2e-86,353,pfam,domain,ipr004136
12435,12435,PF03060,78,301,CONTINUOUS,PF03060,1.6e-42,313,pfam,domain,ipr004136
12436,12436,PF03060,5,76,CONTINUOUS,PF03060,7.5e-12,328,pfam,domain,ipr004136
12437,12437,PF03060,8,347,CONTINUOUS,PF03060,2.8e-86,354,pfam,domain,ipr004136
12438,12438,PF03060,12,324,CONTINUOUS,PF03060,2.5e-66,342,pfam,domain,ipr004136
12439,12439,PF03060,81,314,CONTINUOUS,PF03060,1.6e-36,315,pfam,domain,ipr004136
12440,12440,PF03060,7,322,CONTINUOUS,PF03060,8.4e-48,338,pfam,domain,ipr004136
12441,12441,PF03060,16,90,CONTINUOUS,PF03060,1.1e-19,340,pfam,domain,ipr004136
12442,12442,PF03060,4,308,CONTINUOUS,PF03060,5.8e-63,335,pfam,domain,ipr004136
12443,12443,PF03060,12,337,CONTINUOUS,PF03060,1.6e-70,344,pfam,domain,ipr004136
12444,12444,PF03060,8,344,CONTINUOUS,PF03060,1.7e-71,354,pfam,domain,ipr004136
12445,12445,PF03060,22,360,CONTINUOUS,PF03060,4.5e-44,377,pfam,domain,ipr004136
12446,12446,PF03060,6,341,CONTINUOUS,PF03060,2.8e-68,347,pfam,domain,ipr004136
12447,12447,PF03060,5,333,CONTINUOUS,PF03060,2.7e-73,334,pfam,domain,ipr004136
12448,12448,PF03060,4,78,CONTINUOUS,PF03060,5.1e-19,315,pfam,domain,ipr004136
12449,12449,PF03060,6,351,CONTINUOUS,PF03060,9.6e-70,361,pfam,domain,ipr004136
12450,12450,PF03060,46,308,CONTINUOUS,PF03060,8.2e-23,321,pfam,domain,ipr004136
12451,12451,PF03060,3,309,CONTINUOUS,PF03060,6.2e-59,324,pfam,domain,ipr004136
12452,12452,PF03060,4,301,CONTINUOUS,PF03060,5.2e-60,313,pfam,domain,ipr004136
12453,12453,PF03060,13,307,CONTINUOUS,PF03060,4.3e-25,333,pfam,domain,ipr004136
12454,12454,PF03060,4,310,CONTINUOUS,PF03060,1.3e-55,325,pfam,domain,ipr004136
12455,12455,PF03060,12,353,CONTINUOUS,PF03060,3.1e-77,355,pfam,domain,ipr004136
12456,12456,PF03060,3,309,CONTINUOUS,PF03060,2.3e-58,328,pfam,domain,ipr004136
12457,12457,PF03060,87,253,CONTINUOUS,PF03060,1.6e-18,323,pfam,domain,ipr004136
12458,12458,PF03060,3,308,CONTINUOUS,PF03060,9e-58,325,pfam,domain,ipr004136
12459,12459,PF03060,79,314,CONTINUOUS,PF03060,4.6e-37,315,pfam,domain,ipr004136
12460,12460,PF03060,3,309,CONTINUOUS,PF03060,6.7e-60,334,pfam,domain,ipr004136
12461,12461,PF03060,8,344,CONTINUOUS,PF03060,8.8e-73,354,pfam,domain,ipr004136
12462,12462,PF03060,13,79,CONTINUOUS,PF03060,3.7e-14,339,pfam,domain,ipr004136
12463,12463,PF03060,4,344,CONTINUOUS,PF03060,8.3e-79,349,pfam,domain,ipr004136
12464,12464,PF03060,3,308,CONTINUOUS,PF03060,2.4e-58,323,pfam,domain,ipr004136
12465,12465,PF03060,83,308,CONTINUOUS,PF03060,6.5e-24,324,pfam,domain,ipr004136
12466,12466,PF03060,8,344,CONTINUOUS,PF03060,2.9e-76,354,pfam,domain,ipr004136
12467,12467,PF03060,96,311,CONTINUOUS,PF03060,1e-25,326,pfam,domain,ipr004136
12468,12468,PF03060,81,309,CONTINUOUS,PF03060,1.3e-16,322,pfam,domain,ipr004136
12469,12469,PF03060,8,341,CONTINUOUS,PF03060,4.8e-79,347,pfam,domain,ipr004136
12470,12470,PF03060,88,302,CONTINUOUS,PF03060,5.5e-26,322,pfam,domain,ipr004136
12471,12471,PF03060,271,521,CONTINUOUS,PF03060,4.4e-11,2237,pfam,domain,ipr004136
12472,12472,PF03060,7,345,CONTINUOUS,PF03060,1.1e-75,354,pfam,domain,ipr004136
12473,12473,PF03060,8,343,CONTINUOUS,PF03060,3.6e-75,354,pfam,domain,ipr004136
12474,12474,PF03060,6,57,CONTINUOUS,PF03060,1.3e-07,324,pfam,domain,ipr004136
12475,12475,PF03060,6,347,CONTINUOUS,PF03060,4.3e-70,360,pfam,domain,ipr004136
12476,12476,PF03060,3,343,CONTINUOUS,PF03060,4.8e-128,364,pfam,domain,ipr004136
12477,12477,PF03060,3,336,CONTINUOUS,PF03060,1e-80,349,pfam,domain,ipr004136
12478,12478,PF03060,84,341,CONTINUOUS,PF03060,6.2e-48,370,pfam,domain,ipr004136
12479,12479,PF03060,17,348,CONTINUOUS,PF03060,1.7e-53,361,pfam,domain,ipr004136
12480,12480,PF03060,86,302,CONTINUOUS,PF03060,1.9e-26,322,pfam,domain,ipr004136
12481,12481,PF03060,10,336,CONTINUOUS,PF03060,6.2e-82,343,pfam,domain,ipr004136
12482,12482,PF03060,402,589,CONTINUOUS,PF03060,1.8e-10,3957,pfam,domain,ipr004136
12483,12483,PF03060,8,343,CONTINUOUS,PF03060,5.8e-69,354,pfam,domain,ipr004136
12484,12484,PF03060,11,306,CONTINUOUS,PF03060,1.9e-18,322,pfam,domain,ipr004136
12485,12485,PF03060,4,308,CONTINUOUS,PF03060,1.1e-72,348,pfam,domain,ipr004136
12486,12486,PF03060,12,309,CONTINUOUS,PF03060,6.4e-25,320,pfam,domain,ipr004136
12487,12487,PF03060,15,350,CONTINUOUS,PF03060,6.6e-64,359,pfam,domain,ipr004136
12488,12488,PF03060,231,443,CONTINUOUS,PF03060,7.8e-09,2103,pfam,domain,ipr004136
12489,12489,PF03060,5,302,CONTINUOUS,PF03060,1.4e-62,314,pfam,domain,ipr004136
12490,12490,PF03060,3,309,CONTINUOUS,PF03060,2.6e-57,323,pfam,domain,ipr004136
12491,12491,PF03060,9,321,CONTINUOUS,PF03060,3.8e-69,337,pfam,domain,ipr004136
12492,12492,PF03060,89,302,CONTINUOUS,PF03060,1.1e-25,322,pfam,domain,ipr004136
12493,12493,PF03060,85,194,CONTINUOUS,PF03060,2.4e-09,2152,pfam,domain,ipr004136
12494,12494,PF03060,5,72,CONTINUOUS,PF03060,9.5e-10,320,pfam,domain,ipr004136
12495,12495,PF03060,72,342,CONTINUOUS,PF03060,2.5e-12,528,pfam,domain,ipr004136
12496,12496,PF03060,11,335,CONTINUOUS,PF03060,7.9e-72,344,pfam,domain,ipr004136
12497,12497,PF03060,16,355,CONTINUOUS,PF03060,6.7e-48,368,pfam,domain,ipr004136
12498,12498,PF03060,2,78,CONTINUOUS,PF03060,6.1e-28,348,pfam,domain,ipr004136
12499,12499,PF03060,9,348,CONTINUOUS,PF03060,2.8e-78,362,pfam,domain,ipr004136
12500,12500,PF03060,7,343,CONTINUOUS,PF03060,3.7e-62,365,pfam,domain,ipr004136
12501,12501,PF03060,8,336,CONTINUOUS,PF03060,3.8e-78,350,pfam,domain,ipr004136
12502,12502,PF03060,21,310,CONTINUOUS,PF03060,5.9e-44,375,pfam,domain,ipr004136
12503,12503,PF03060,12,348,CONTINUOUS,PF03060,3.6e-91,362,pfam,domain,ipr004136
12504,12504,PF03060,4,364,CONTINUOUS,PF03060,3.9e-47,379,pfam,domain,ipr004136
12505,12505,PF03060,71,300,CONTINUOUS,PF03060,2.1e-26,320,pfam,domain,ipr004136
12506,12506,PF03060,8,338,CONTINUOUS,PF03060,2.4e-69,354,pfam,domain,ipr004136
12507,12507,PF03060,3,341,CONTINUOUS,PF03060,9.8e-77,350,pfam,domain,ipr004136
12508,12508,PF03060,8,345,CONTINUOUS,PF03060,9.8e-77,355,pfam,domain,ipr004136
12509,12509,PF03060,7,341,CONTINUOUS,PF03060,4.7e-72,355,pfam,domain,ipr004136
12510,12510,PF03060,89,302,CONTINUOUS,PF03060,7.7e-26,322,pfam,domain,ipr004136
12511,12511,PF03060,89,302,CONTINUOUS,PF03060,1.7e-27,322,pfam,domain,ipr004136
12512,12512,PF03060,6,346,CONTINUOUS,PF03060,8e-85,368,pfam,domain,ipr004136
12513,12513,PF03060,4,80,CONTINUOUS,PF03060,1.5e-17,315,pfam,domain,ipr004136
12514,12514,PF03060,9,302,CONTINUOUS,PF03060,7.3e-18,317,pfam,domain,ipr004136
12515,12515,PF03060,22,383,CONTINUOUS,PF03060,2.2e-32,395,pfam,domain,ipr004136
12516,12516,PF03060,84,297,CONTINUOUS,PF03060,3.9e-23,310,pfam,domain,ipr004136
12517,12517,PF03060,5,343,CONTINUOUS,PF03060,1.2e-99,354,pfam,domain,ipr004136
12518,12518,PF03060,5,74,CONTINUOUS,PF03060,3e-15,318,pfam,domain,ipr004136
12519,12519,PF03060,25,357,CONTINUOUS,PF03060,9.5e-47,374,pfam,domain,ipr004136
12520,12520,PF03060,8,347,CONTINUOUS,PF03060,1.6e-67,353,pfam,domain,ipr004136
12521,12521,PF03060,86,305,CONTINUOUS,PF03060,4.6e-21,323,pfam,domain,ipr004136
12522,12522,PF03060,3,343,CONTINUOUS,PF03060,4.5e-91,359,pfam,domain,ipr004136
12523,12523,PF03060,280,595,CONTINUOUS,PF03060,5.7e-11,2319,pfam,domain,ipr004136
12524,12524,PF03060,4,299,CONTINUOUS,PF03060,9.8e-63,316,pfam,domain,ipr004136
12525,12525,PF03060,4,300,CONTINUOUS,PF03060,1.8e-59,314,pfam,domain,ipr004136
12526,12526,PF03060,3,346,CONTINUOUS,PF03060,1.6e-81,358,pfam,domain,ipr004136
12527,12527,PF03060,82,298,CONTINUOUS,PF03060,4.4e-47,304,pfam,domain,ipr004136
12528,12528,PF03060,89,303,CONTINUOUS,PF03060,1.2e-24,322,pfam,domain,ipr004136
12529,12529,PF03060,12,349,CONTINUOUS,PF03060,1.3e-48,350,pfam,domain,ipr004136
12530,12530,PF03060,7,349,CONTINUOUS,PF03060,1.1e-53,353,pfam,domain,ipr004136
12531,12531,PF03060,3,297,CONTINUOUS,PF03060,4e-66,311,pfam,domain,ipr004136
12532,12532,PF03060,90,305,CONTINUOUS,PF03060,3.9e-25,325,pfam,domain,ipr004136
12533,12533,PF03060,5,81,CONTINUOUS,PF03060,4.2e-23,318,pfam,domain,ipr004136
